| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:31:23:31:50               | BaseKeyedPooledObjectFactory                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:31:23:31:50               | BaseObject                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseObject.java:24:23:24:32                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:247:41:247:56                                | returnObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:241:21:241:32                                | getNumIdle1                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:217:20:217:30                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:252:21:252:53                                | returnObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:241:21:241:32                                | update                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:95:21:95:26                                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:257:21:257:57                                | returnObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:241:21:241:32                                | invalidateObject0                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:259:21:259:52                                | returnObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:241:21:241:32                                | returnObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:299:16:299:32                                | ErodingObjectPool                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:299:16:299:32                                | Object                                      | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:301:27:301:51                                | ErodingObjectPool                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:299:16:299:32                                | ErodingFactor                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:62:16:62:28                                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:308:13:308:28                                | addObject                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:306:21:306:29                                | addObject                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:314:20:314:38                                | borrowObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:313:18:313:29                                | borrowObject                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:320:13:320:24                                | clear                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:319:21:319:25                                | clear                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:327:17:327:28                                | close                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:325:21:325:25                                | close                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:335:20:335:38                                | getNumActive                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/PoolUtils.java:334:20:334:31                                | getNumActive                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/ObjectPool.class:0:0:0:0                                     |
