| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:16:68:32               | wrap                            |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:21:68:31               | wrap(V)                                                      | makeObject                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:67:28:67:37               | BaseKeyedPooledObjectFactory               | wrap                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:102:37:102:40       | BaseKeyedPooledObjectFactory                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:368:17:368:38                            | borrowObject                    |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:368:35:368:37                            | borrowObject(Object)                                         | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | borrowObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:369:13:369:47                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:369:33:369:46                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:370:13:370:37                            | returnObject                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:370:31:370:33                            | returnObject(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | returnObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:370:13:370:37                            | returnObject                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:370:36:370:36                            | returnObject(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | returnObject                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/target/classes/org/apache/commons/pool2/KeyedObjectPool.class:0:0:0:0                        | KeyedObjectPool<Object,Object>              |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:371:13:371:45                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:371:33:371:44                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:372:13:372:51                            | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:372:33:372:50                            | add(String)                                                  | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | add                             | file:///modules/java.base/java/util/List.class:0:0:0:0                                                                                                                   | List<String>                                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:373:13:373:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:373:26:373:40                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:373:13:373:56                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:373:43:373:55                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:377:13:377:59                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:377:26:377:41                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:377:13:377:59                            | assertEquals                    |    2 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:377:44:377:58                            | assertEquals(Object, Object)                                 | testErodingPerKeyKeyedObjectPool            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:298:17:298:48                            | TestPoolUtils                              | assertEquals                    | file:///home/ali/.m2/repository/org/junit/jupiter/junit-jupiter-api/5.8.0-M1/junit-jupiter-api-5.8.0-M1.jar/org/junit/jupiter/api/Assertions.class:0:0:0:0               | Assertions                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:406:36:406:68                            | invoke                          |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:406:49:406:53                            | invoke(Object, Method, Object[])                             | invoke                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:403:35:403:40                            | new MethodCallLogger(...) { ... }          | invoke                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/test/java/org/apache/commons/pool2/TestPoolUtils.java:57:23:57:28                        | MethodCallLogger                            |
