| CreditCardType | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:184:22:184:35          | matches   | matches(String)   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:196:17:196:23          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:196:17:196:23          |
| VerhoeffCheckDigitTest                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:25:14:25:35        | setUp                                          | setUp()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:38:20:38:24        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:38:45:42:5         |
| VerhoeffCheckDigitTest                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:25:14:25:35        | VerhoeffCheckDigitTest                         | VerhoeffCheckDigitTest(String)                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:32:12:32:33        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigitTest.java:32:48:34:5         |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | toString                                       | toString()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:187:19:187:26                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:187:30:193:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | hashCode                                       | hashCode()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:176:16:176:23                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:176:27:178:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | equals                                         | equals(Object)                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:155:20:155:25                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:155:39:167:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | clone                                          | clone()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:139:19:139:23                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:139:27:145:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | turnOnAll                                      | turnOnAll()                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:128:17:128:25                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:128:29:130:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | clear                                          | clear()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:123:17:123:21                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:123:25:125:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | turnOffAll                                     | turnOffAll()                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:114:17:114:26                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:114:30:116:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | turnOff                                        | turnOff(long)                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:109:17:109:23                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:109:36:111:5                                       |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | turnOn                                         | turnOn(long)                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:99:17:99:22                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:99:35:101:5                                        |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | isOff                                          | isOff(long)                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:89:20:89:24                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:89:37:91:5                                         |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | isOn                                           | isOn(long)                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:78:20:78:23                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:78:36:80:5                                         |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | getFlags                                       | getFlags()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:67:17:67:24                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:67:28:69:5                                         |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | Flags                                          | Flags(long)                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:57:12:57:16                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:57:30:60:5                                         |
| Flags                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:40:14:40:18                                        | Flags                                          | Flags()                                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:48:12:48:16                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-validator/src/main/java/org/apache/commons/validator/util/Flags.java:48:20:50:5                                         |
