| AltCharSequence                                             | subSequence                                        | start                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:57:34:5                                     |
| DistanceToStringNoFromString                                | DistanceToStringNoFromString                       | constructorId        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:12:24:39                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:88:33:5                        |
| DistanceToStringNoFromString                                | DistanceToStringNoFromString                       | amount1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:12:24:39                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:88:33:5                        |
| DistanceToStringNoFromString                                | DistanceToStringNoFromString                       | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:12:24:39                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:88:33:5                        |
| DistanceTwoFromStringMethodAnnotations                      | parse2                                             | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:42:58:42:63             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:42:80:45:5              |
| DistanceTwoFromStringMethodAnnotations                      | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:36:58:36:62             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:36:79:39:5              |
| DistanceTwoFromStringMethodAnnotations                      | DistanceTwoFromStringMethodAnnotations             | constructorId        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:12:24:49             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:98:33:5              |
| DistanceTwoFromStringMethodAnnotations                      | DistanceTwoFromStringMethodAnnotations             | amount1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:12:24:49             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:98:33:5              |
| DistanceTwoFromStringMethodAnnotations                      | DistanceTwoFromStringMethodAnnotations             | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:12:24:49             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:98:33:5              |
| DistanceTwoToStringAnnotations                              | DistanceTwoToStringAnnotations                     | constructorId        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:12:24:41                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:90:33:5                      |
| DistanceTwoToStringAnnotations                              | DistanceTwoToStringAnnotations                     | amount1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:12:24:41                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:90:33:5                      |
| DistanceTwoToStringAnnotations                              | DistanceTwoToStringAnnotations                     | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:12:24:41                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:90:33:5                      |
| DistanceWithFactory                                         | DistanceWithFactory                                | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:25:12:25:30                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:25:44:27:5                                 |
| DistanceWithFactoryFactory                                  | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:22:39:22:43                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:22:60:25:5                          |
| EnumStringConverter                                         | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:71:24:71:40                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:71:84:73:9                          |
| EnumStringConverter                                         | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:71:24:71:40                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:71:84:73:9                          |
| EnumStringConverter                                         | convertToString                                    | en                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:65:23:65:37                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:65:51:67:9                          |
| EnumStringConverter                                         | EnumStringConverter                                | effectiveType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:60:9:60:27                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:60:53:62:9                          |
| EnumStringConverterFactory                                  | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:41:31:41:43                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:41:59:49:5                          |
| HasCodeImpl                                                 | HasCodeImpl                                        | code                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/HasCodeImpl.java:27:12:27:22                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/HasCodeImpl.java:27:37:29:5                                         |
