| subSequence                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | subSequence                | file:///9A/java.base/java/lang/CharSequence.sig:0:0:0:0                                                                                                        | CharSequence                               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:72:21:72:36                        | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:72:21:72:36                        | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Object>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:72:21:72:36                        | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:72:21:72:36                        | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Object>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:72:21:72:36                        | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Object>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:72:21:72:36                        | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Object>           |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:59:19:59:35                        | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Object>                |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:49:19:49:33                        | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Object>                  |
| toString                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:89:19:89:26                          | toString                   | file:///9A/java.base/java/lang/Object.sig:0:0:0:0                                                                                                              | Object                                     |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<T>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<T>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<T>                |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<T>                    |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:84:21:84:36                          | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<T>                |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:79:14:79:30                          | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<T>                     |
