| BinaryEncoderAbstractTest            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:25:23:25:47                   | testEncodeNull                                                                           | public       | void                       | V                                                              | testEncodeNull()                                                                           | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:36:17:36:30                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/BinaryEncoderAbstractTest.java:36:51:43:5                    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_LongSurnames_MORIARTY_OMUIRCHEARTAIGH_DoesNotSuccessfulMatch                 | final        | void                       | V                                                              | testCompare_LongSurnames_MORIARTY_OMUIRCHEARTAIGH_DoesNotSuccessfulMatch()                 | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:417:23:417:94   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:417:98:419:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_Surname_OSULLIVAN_OSUILLEABHAIN_SuccessfulMatch                              | public       | void                       | V                                                              | testCompare_Surname_OSULLIVAN_OSUILLEABHAIN_SuccessfulMatch()                              | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:412:23:412:81   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:412:85:414:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_Surname_OSULLIVAN_OSUILLEABHAIN_SuccessfulMatch                              | final        | void                       | V                                                              | testCompare_Surname_OSULLIVAN_OSUILLEABHAIN_SuccessfulMatch()                              | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:412:23:412:81   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:412:85:414:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot                       | public       | void                       | V                                                              | testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot()                       | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:407:23:407:88   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:407:92:409:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot                       | final        | void                       | V                                                              | testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot()                       | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:407:23:407:88   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:407:92:409:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_KARL_ALESSANDRO_DoesNotMatch                                                 | public       | void                       | V                                                              | testCompare_KARL_ALESSANDRO_DoesNotMatch()                                                 | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:402:23:402:62   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:402:66:404:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_KARL_ALESSANDRO_DoesNotMatch                                                 | final        | void                       | V                                                              | testCompare_KARL_ALESSANDRO_DoesNotMatch()                                                 | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:402:23:402:62   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:402:66:404:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_ZACH_ZAKARIA_SuccessfullyMatched                                             | public       | void                       | V                                                              | testCompare_ZACH_ZAKARIA_SuccessfullyMatched()                                             | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:397:23:397:66   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:397:70:399:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_ZACH_ZAKARIA_SuccessfullyMatched                                             | final        | void                       | V                                                              | testCompare_ZACH_ZAKARIA_SuccessfullyMatched()                                             | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:397:23:397:66   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:397:70:399:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompareNameToSingleLetter_KARL_C_DoesNotMatch                                        | public       | void                       | V                                                              | testCompareNameToSingleLetter_KARL_C_DoesNotMatch()                                        | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:392:23:392:71   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:392:75:394:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompareNameToSingleLetter_KARL_C_DoesNotMatch                                        | final        | void                       | V                                                              | testCompareNameToSingleLetter_KARL_C_DoesNotMatch()                                        | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:392:23:392:71   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:392:75:394:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_SmallInput_CARK_Kl_SuccessfullyMatched                                       | public       | void                       | V                                                              | testCompare_SmallInput_CARK_Kl_SuccessfullyMatched()                                       | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:387:23:387:72   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:387:76:389:5    |
| MatchRatingApproachEncoderTest       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:36:14:36:43     | testCompare_SmallInput_CARK_Kl_SuccessfullyMatched                                       | final        | void                       | V                                                              | testCompare_SmallInput_CARK_Kl_SuccessfullyMatched()                                       | Test             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:387:23:387:72   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-codec/src/test/java/org/apache/commons/codec/language/MatchRatingApproachEncoderTest.java:387:76:389:5    |
